statement,source,veracity,date,lemmas
"The conservative proposal to replace the Affordable Care Act ""lowers premiums by giving New York the freedom to end Obamacare’s costly and ridiculous rules.""",Club for Growth,0,2017-04-22,conservative proposal replace affordable care act lower premium new york freedom end obamacare costly ridiculous rule
"""Hate speech is not protected by the first amendment.""",Howard Dean,0,2017-04-21,hate speech protect amendment
"""Fox News Sandra Smith: ‘Everybody could see from the United Airlines passenger’s behavior that he was not a genuine American.’ """,Bloggers,0,2017-04-21,fox news sandra smith everybody united airlines passenger behavior genuine american
"""Trump looking to open up E Coast & new areas for offshore oil drilling when Congress has passed no new safety standards since BP""",Edward  Markey,1,2017-04-21,trump look open e coast new area offshore oil drilling congress pass new safety standard bp
"""Trump on revamping the military: We’re bringing back the draft.""",RealNewsRightNow.com,0,2017-04-21,trump revamp military bring draft
"Says President Donald Trump as a candidate mentioned WikiLeaks ""over 160 times in speeches"" in the last month of the campaign.",Jackie Speier,1,2017-04-21,president donald trump candidate mention wikileaks time speech month campaign
"""The Wawa Welcome America festival (features) . . . America's largest free concert.""",Wawa  Welcome America,0,2017-04-21,wawa welcome america festival feature america large free concert
"""Our families have the highest property taxes in the country. We must change this.""",Bruce Rauner,1,2017-04-20,family high property taxis country change
Images show the turnout for President Donald Trump's 2017 ceremony with the New England Patriots was smaller than the team’s turnout with President Barack Obama in 2015.,New York Times,0,2017-04-20,image turnout president donald trump ceremony new england patriots small team turnout president barack obama
"""All pipelines that are coming into this country from now on has to be American steel.""",Donald Trump,0,2017-04-20,pipeline come country american steel
"Says the T.R.U.M.P. Act, which would force presidential candidates to release their tax returns to run in North Carolina, ""has a lot of support – by a majority of North Carolinians and members of both parties.""",Jay Chaudhuri,1,2017-04-19,act force presidential candidate release tax return run north carolina lot support majority north carolinians member party
"""I have not called for impeachment"" of President Donald Trump.",Maxine Waters,0,2017-04-19,i impeachment president donald trump
"""We’ve lost 70,000 factories since China joined the World Trade Organization.""",Donald Trump,1,2017-04-19,lose factory china join world trade organization
"""Malia Obama expelled from Harvard.""",Bloggers,0,2017-04-19,malia obama expel harvard
"Says the University of South Florida invests in oil companies like BP, tobacco companies, weapons manufacturers and private prisons.",USF Divest,1,2017-04-19,university south florida invest oil company like bp tobacco company weapon manufacturer private prison
"""The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!""",Donald Trump,0,2017-04-18,weak illegal immigration policy obama admin allow bad ms gang form city remove fast
"""When Trump won, we had the lowest voter turnout in 20 years.""",Bernie Sanders,0,2017-04-18,trump win low voter turnout year
"""United Airlines flight attendant slaps crying baby during flight.""",Now8News.com,0,2017-04-18,united airlines flight attendant slap cry baby flight
"""Tampa man loses testicles after trying to 'fill scuba tank with weed smoke.'""",Bloggers,0,2017-04-18,tampa man lose testicle try fill scuba tank weed smoke
"""Snapchat CEO Evan Spiegel has said the app is for rich people, don't want to expand in poor countries like India and Spain.""",Viral image,0,2017-04-17,snapchat ceo evan spiegel app rich people want expand poor country like india spain
"""African-Americans are grossly overrepresented on Florida’s death row.""",Randolph Bracy,1,2017-04-17,african americans grossly overrepresented florida death row
"Says Jon Ossoff wants to ""allow illegal immigration.""",Donald Trump,0,2017-04-17,jon ossoff want allow illegal immigration
"""Texas law enforcement officer fatally shot upon arriving for work by 3 Muslim refugee.""",Bloggers,0,2017-04-17,texas law enforcement officer fatally shoot arrive work muslim refugee
"""When public schools face increased competition, they get better and kids learn more.""",Jeb Bush,0,2017-04-17,public school face increase competition kid learn
"Says Milwaukee County Sheriff David A. Clarke Jr. has said Black Lives Matter ""is a terrorist movement, a hate group and calls it, Black LIES Matter.""",Sheriff David Clarke for U.S. Senate,1,2017-04-17,milwaukee county sheriff david clarke black life matter terrorist movement hate group black lie matter
"The Keystone XL pipeline ""doesn’t even have any oil for America.""",Kirsten Gillibrand,0,2017-04-16,keystone xl pipeline oil america
"A United Airlines passenger forcibly removed from an airplane ""was in his seat, he has every right to stay there.""",Andrew Napolitano,0,2017-04-14,united airlines passenger forcibly remove airplane seat right stay
"Says a Texas Senate committee considering ""private school voucher"" legislation randomly called people to testify regardless of when the people submitted requests to testify.",Sara Stevenson,1,2017-04-14,texas senate committee consider private school voucher legislation randomly people testify regardless people submit request testify
"""Here are some of the things that are more popular than Congress: hemorrhoids, Nickelback, traffic jams, cockroaches, root canals, colonoscopies, herpes. Even herpes, they couldn’t beat herpes in the polls.""",Arnold Schwarzenegger,1,2017-04-14,thing popular congress hemorrhoid nickelback traffic jam cockroach root canal colonoscopy herpe herpe beat herpe poll
"Says President Barack Obama ""tax audit exposes MILLIONS in offshore accounts stolen from taxpayers.""",Bloggers,0,2017-04-14,president barack obama tax audit expose million offshore account steal taxpayer
"""Every day, four North Carolinians die from a medication or drug overdose.""",Greg Murphy,1,2017-04-13,day north carolinians die medication drug overdose
"Says Al Jazeera, ""a mouthpiece for terrorists, has been paying Jon Ossoff thousands of dollars. ... What is he hiding?""",Congressional  Leadership Fund,0,2017-04-13,al jazeera mouthpiece terrorist pay jon ossoff thousand dollar hide
"Said Vin Diesel declared his love of Rockford, Ill., after locals provided him car help and hospitality.",Bloggers,0,2017-04-13,vin diesel declare love rockford local provide car help hospitality
"Says Florida has ""the second-lowest taxes, per capita, state taxes of any state in the country.""",Rick Scott,1,2017-04-13,florida second low taxis capita state taxis state country
"Says Ohio Gov. John Kasich said, ""If a woman is not intelligent enough to keep her legs closed, how can we entrust the abortion decision to her?""",Bloggers,0,2017-04-13,ohio john kasich woman intelligent leg close entrust abortion decision
"""For too long, Obamacare has caused high premiums and dismal coverage. ... Under Obamacare premiums in job-based coverage have increased by $3,775""",Vicky Hartzler,0,2017-04-12,long obamacare cause high premium dismal coverage obamacare premium job base coverage increase
"There were ""76 deaths in three years"" at the Buffalo Psychiatric Center",Michael Kearns,0,2017-04-12,death year buffalo psychiatric center
"The Obama administration’s 2013 Syria proposal ""had no clear objective,"" while Trump’s Syria strike ""had a clear strategic objective.""",Marco Rubio,0,2017-04-12,obama administration syria proposal clear objective trump syria strike clear strategic objective
"Before the presidential campaign, ""I didn't know Steve (Bannon).""",Donald Trump,0,2017-04-12,presidential campaign i know steve bannon
